KIC,T1,e_T1,T2,e_T2,R1_D,e_R1_D,R2_R1,e_R2_R1,T2_T1,Qual,Src,KIS,T1j,T2j,R2_R1j,T1k1,T2k1,R2_R1k1,Simbad,_RA,_DE,V1,V2,V3b,PapIV,HB,DV,Per,e_Per,BJD0,e_BJD0,Morph,GLON,GLAT,Kpmag,Teff,SC,LC,TS,_RA.icrs,_DE.icrs
11616200,6298.0,354.0,4149.0,561.0,3.58e-11,1.86e-12,0.358,0.186,0.657,b'00000',b'1100',1.0,6278.0,4107.0,0.353,6403.0,4242.0,0.368,b'Simbad',294.57288,49.668442,1.0,1.0,1.0,0.0,0.0,b'',1.718649,2.3e-06,54954.898446,0.025278,0.49,82.2926,13.3362,13.51,5836.0,b'False',b'LC',b'TS',294.5727,49.6685
11616594,4624.0,416.0,4436.0,543.0,1.81e-10,2.92e-11,0.814,0.36,0.948,b'00001',b'1100',1.0,5042.0,4507.0,1.23,4593.0,4386.0,0.577,b'Simbad',294.74948,49.65556,1.0,1.0,1.0,1.0,0.0,b'',14.5876122,4.99e-05,54969.190695,0.331739,0.67,82.3331,13.2282,11.17,4554.0,b'False',b'LC',b'TS',294.7492,49.6556
11618883,4320.0,377.0,4282.0,556.0,8.43e-11,8.94e-12,0.766,0.151,0.977,b'00001',b'1100',1.0,4287.0,4198.0,0.752,4567.0,4461.0,0.779,b'Simbad',295.68805,49.616291,0.0,0.0,1.0,1.0,0.0,b'',0.6848719,1.1e-06,55139.44241,0.039876,0.84,82.579,12.6682,13.377,4347.0,b'False',b'LC',b'TS',295.6878,49.6163
11619964,6026.0,372.0,4481.0,717.0,2.56e-11,2.31e-12,0.531,0.237,0.708,b'00000',b'1100',1.0,5763.0,8282.0,0.421,6069.0,4419.0,0.576,b'Simbad',296.0968,49.643829,1.0,1.0,1.0,0.0,0.0,b'',10.3685551,3.09e-05,54965.717564,0.027252,0.11,82.7287,12.4457,14.545,5582.0,b'False',b'LC',b'TS',296.0965,49.6439
11662440,5473.0,361.0,4996.0,634.0,1.66e-11,1.84e-12,0.535,0.201,0.771,b'00000',b'1110',2.0,4442.0,6779.0,0.427,5536.0,4549.0,0.623,b'Simbad',292.21732,49.707901,0.0,1.0,1.0,0.0,0.0,b'',13.6394573,4.72e-05,55004.811546,0.020165,0.05,81.6507,14.7277,15.852,5252.0,b'False',b'LC',b'TS',292.217,49.7079
11671660,5313.0,359.0,4283.0,593.0,5.38e-11,3.95e-12,0.854,0.206,1.021,b'00000',b'1100',1.0,5347.0,4061.0,0.967,5020.0,5155.0,0.704,b'Simbad',296.54465,49.76022,1.0,1.0,1.0,1.0,0.0,b'',8.710339,2.38e-05,54956.544471,0.099499,0.76,82.9717,12.243,13.35,4867.0,b'False',b'LC',b'TS',296.5444,49.7603
11703960,6850.0,431.0,9034.0,975.0,2.45e-11,1.7e-12,0.332,0.169,0.997,b'11000',b'1100',1.0,6758.0,11223.0,0.281,7233.0,7537.0,0.697,b'Simbad',286.86224,49.830387,0.0,1.0,1.0,1.0,0.0,b'',0.6044168,5e-07,54965.167187,0.03599,0.93,80.3656,17.9606,13.885,,b'False',b'LC',b'TS',286.862,49.8304
11704044,5557.0,359.0,5577.0,559.0,1.36e-11,2.06e-12,0.76,0.252,1.001,b'00000',b'1100',1.0,5530.0,5565.0,0.729,5587.0,5589.0,0.799,b'Simbad',286.91037,49.815781,0.0,1.0,1.0,0.0,0.0,b'',13.7653453,4.79e-05,55015.229115,0.031926,0.13,80.363,17.9264,15.749,5502.0,b'False',b'LC',b'TS',286.9101,49.8158
11724091,8124.0,460.0,6026.0,616.0,2.3e-11,3.19e-12,0.947,0.306,0.737,b'00000',b'0110',2.0,9655.0,6234.0,2.012,8183.0,6041.0,0.864,b'Simbad',296.97705,49.841808,1.0,1.0,1.0,1.0,0.0,b'',1.5590905,2e-06,54953.858108,0.031022,0.55,83.1791,12.0346,13.575,6957.0,b'False',b'LC',b'TS',296.9768,49.8419
11768970,5322.0,377.0,4107.0,864.0,6.73e-11,6.81e-12,0.71,0.307,0.54,b'00000',b'0100',1.0,5453.0,4277.0,0.815,5322.0,4107.0,0.71,b'Simbad',294.74091,49.928791,1.0,1.0,1.0,0.0,0.0,b'',15.541353,5.45e-05,54959.413777,0.016572,0.03,82.5818,13.3551,12.658,5038.0,b'True',b'LC',b'TS',294.7406,49.9288
11811454,7166.0,375.0,5735.0,875.0,7.49e-11,6.29e-12,0.494,0.265,0.769,b'11000',b'1000',1.0,7166.0,5735.0,0.494,7352.0,5656.0,0.74,b'Simbad',290.39725,50.06509,1.0,1.0,1.0,0.0,0.0,b'',2.2746278,3.4e-06,54955.917867,0.027886,0.47,81.4923,15.9439,11.152,,b'True',b'LC',b'TS',290.397,50.0651
11817750,7344.0,366.0,7016.0,577.0,4.18e-11,3.73e-12,0.744,0.235,0.932,b'00000',b'1100',1.0,7299.0,7010.0,0.745,7562.0,7040.0,0.743,b'Simbad',293.82687,50.07653,1.0,1.0,1.0,0.0,0.0,b'',9.7625507,2.8e-05,54954.908603,0.030882,0.15,82.4519,13.9476,12.25,6930.0,b'True',b'LC',b'TS',293.8266,50.0766
11819135,7301.0,383.0,5961.0,576.0,1.38e-11,2.09e-12,0.845,0.257,0.825,b'00000',b'0110',2.0,3521.0,3524.0,0.748,7401.0,6024.0,0.944,b'Simbad',294.45728,50.03027,0.0,0.0,1.0,1.0,0.0,b'',1.901638,0.0001368,55000.065397,0.026267,0.57,82.592,13.5636,15.064,6705.0,b'False',b'LC',b'TS',294.457,50.0303
11825057,6525.0,423.0,4382.0,641.0,3.51e-12,1.69e-12,0.859,0.33,0.67,b'11000',b'0010',2.0,6391.0,4302.0,0.81,6826.0,4580.0,0.8,b'Simbad',296.96957,50.067093,0.0,0.0,1.0,1.0,0.0,b'',0.5320878,9e-07,55000.087758,0.090115,0.61,83.3801,12.1447,18.852,,b'False',b'LC',b'TS',296.9693,50.0671
11826400,7385.0,533.0,4243.0,854.0,4.5e-11,2.92e-12,0.476,0.239,0.414,b'00001',b'1100',1.0,7136.0,5422.0,0.328,7940.0,4099.0,0.7,b'Simbad',297.51343,50.07481,1.0,1.0,1.0,0.0,0.0,b'',5.8893723,1.35e-05,54956.000227,0.036754,0.25,83.5557,11.8407,12.472,6947.0,b'True',b'LC',b'TS',297.5131,50.0749
11858541,5619.0,352.0,4108.0,557.0,3.27e-11,1.81e-12,0.372,0.178,0.73,b'00000',b'1100',1.0,5619.0,4101.0,0.433,5619.0,4115.0,0.295,b'Simbad',288.63611,50.17326,1.0,1.0,1.0,0.0,0.0,b'',5.6743534,1.29e-05,54968.754069,0.026507,0.19,81.14,17.0268,14.215,5375.0,b'False',b'LC',b'TS',288.6359,50.1732
11867071,6998.0,360.0,4118.0,597.0,2.08e-11,2.08e-12,0.846,0.19,0.625,b'00000',b'1100',1.0,6957.0,3890.0,0.85,7259.0,4517.0,0.838,b'Simbad',293.48392,50.12513,0.0,0.0,1.0,0.0,0.0,b'',3.96385,0.0003896,54999.717143,0.020036,0.21,82.3988,14.1669,14.281,6403.0,b'False',b'LC',b'TS',293.4837,50.1252
11873166,6206.0,375.0,5719.0,574.0,2.85e-11,3.07e-12,0.918,0.246,0.895,b'00000',b'1100',1.0,6042.0,5510.0,0.861,6352.0,5800.0,0.964,b'Simbad',296.19351,50.129219,1.0,1.0,1.0,0.0,0.0,b'',1.4688524,1.8e-06,54953.914736,0.017319,0.47,83.1993,12.6142,13.47,5902.0,b'False',b'LC',b'TS',296.1933,50.1292
11904038,7786.0,396.0,6469.0,655.0,3.3e-11,2.92e-12,0.72,0.228,0.808,b'11000',b'1110',2.0,7679.0,6589.0,0.663,8123.0,6576.0,0.733,b'Simbad',285.60812,50.296295,1.0,1.0,1.0,1.0,0.0,b'',0.6322198,5e-07,54953.85226,0.040031,0.79,80.5277,18.878,12.784,,b'False',b'LC',b'TS',285.6078,50.2963
11913071,8753.0,437.0,6146.0,603.0,1.27e-10,1.23e-11,0.834,0.267,0.704,b'00000',b'1000',1.0,8753.0,6146.0,0.834,8648.0,6076.0,0.794,b'Simbad',291.0614,50.25544,1.0,1.0,1.0,0.0,0.0,b'',3.7478351,7e-06,54955.943496,0.033275,0.37,81.8508,15.6304,9.532,8329.0,b'True',b'LC',b'TS',291.0612,50.2555
11922782,5950.0,375.0,5212.0,701.0,1.43e-10,1.37e-11,0.597,0.283,0.833,b'00000',b'1000',1.0,5950.0,5212.0,0.597,6411.0,5266.0,0.839,b'Simbad',296.00742,50.232609,1.0,1.0,1.0,0.0,0.0,b'',3.5129339,6.4e-06,54956.247158,0.029367,0.37,83.2373,12.7676,10.46,5581.0,b'True',b'LC',b'TS',296.0072,50.2327
11967004,6045.0,741.0,9188.0,4250.0,3.12e-11,3.42e-12,0.189,0.33,0.583,b'00001',b'1100',1.0,5749.0,12591.0,0.186,7054.0,4159.0,0.774,b'Simbad',293.68073,50.300259,1.0,1.0,1.0,0.0,0.0,b'',1.9416358,2.7e-06,54966.109021,0.015826,0.34,82.6178,14.129,13.898,6279.0,b'False',b'LC',b'TS',293.6805,50.3003
11968490,7131.0,361.0,6284.0,566.0,2.74e-11,2.62e-12,0.609,0.24,0.863,b'11100',b'1100',1.0,7052.0,6223.0,0.499,7351.0,6319.0,0.731,b'Simbad',294.35016,50.35146,1.0,1.0,1.0,0.0,0.0,b'',1.0788901,1.2e-06,54965.437249,0.015005,0.49,82.8575,13.7668,13.698,,b'False',b'LC',b'TS',294.35,50.3515
11975363,5706.0,359.0,5585.0,556.0,1.75e-11,2.6e-12,0.642,0.304,0.978,b'00000',b'0100',1.0,5736.0,5616.0,0.846,5706.0,5585.0,0.642,b'Simbad',297.3342,50.311138,1.0,1.0,1.0,0.0,0.0,b'',3.5184191,6.5e-06,54967.411965,0.027108,0.39,83.7128,12.0537,15.409,5482.0,b'False',b'LC',b'TS',297.334,50.3112
12004679,5770.0,354.0,5493.0,547.0,3.8e-11,3.05e-12,0.828,0.21,0.951,b'00000',b'1110',2.0,5807.0,5371.0,0.819,5790.0,5533.0,0.835,b'Simbad',286.42569,50.417019,1.0,1.0,1.0,0.0,0.0,b'',5.0424901,1.08e-05,54955.769983,0.024497,0.24,80.8382,18.4306,13.231,5432.0,b'False',b'LC',b'TS',286.4255,50.417
12013615,6084.0,360.0,5805.0,578.0,2.87e-11,2.87e-12,0.678,0.246,0.941,b'00000',b'1100',1.0,6084.0,5803.0,0.774,6083.0,5807.0,0.606,b'Simbad',291.94641,50.48196,1.0,1.0,1.0,0.0,0.0,b'',8.2028691,2.21e-05,54971.509802,0.043095,0.27,82.3045,15.2077,13.878,5778.0,b'False',b'LC',b'TS',291.9462,50.482
12016304,6884.0,381.0,6659.0,595.0,2.27e-11,2.87e-12,0.862,0.274,0.957,b'00000',b'1100',1.0,6860.0,6646.0,0.868,6942.0,6679.0,0.856,b'Simbad',293.52673,50.427189,1.0,1.0,1.0,1.0,0.0,b'',1.024052,1.1e-06,54965.652399,0.059125,0.92,82.6921,14.2724,13.718,6491.0,b'False',b'LC',b'TS',293.5265,50.4272
12022517,5970.0,362.0,4672.0,566.0,1.46e-11,1.93e-12,0.724,0.225,0.779,b'00000',b'1100',1.0,6011.0,4656.0,0.854,5936.0,4695.0,0.576,b'Simbad',296.37537,50.486801,0.0,1.0,1.0,0.0,0.0,b'',3.4427135,6.5e-06,55003.264108,0.021378,0.28,83.5794,12.6762,15.715,5578.0,b'False',b'LC',b'TS',296.3751,50.4869
12022718,5891.0,363.0,4822.0,652.0,2.22e-11,2.27e-12,0.705,0.219,0.722,b'00000',b'1110',2.0,5923.0,4481.0,0.673,5786.0,5052.0,0.677,b'Simbad',296.44351,50.420441,1.0,1.0,1.0,0.0,0.0,b'',9.2553314,2.62e-05,54966.396704,0.02207,0.13,83.5396,12.607,14.69,5564.0,b'False',b'LC',b'TS',296.4433,50.4205
12023089,5525.0,355.0,4752.0,551.0,1.54e-11,1.96e-12,0.982,0.211,0.899,b'00000',b'1100',1.0,5591.0,4550.0,1.082,5468.0,4886.0,0.805,b'Simbad',296.59149,50.490028,0.0,0.0,1.0,1.0,0.0,b'',0.6234413,7e-07,55001.770498,0.00992,0.52,83.6475,12.5558,15.626,5115.0,b'False',b'LC',b'TS',296.5912,50.49
