KIC,T1,e_T1,T2,e_T2,R1_D,e_R1_D,R2_R1,e_R2_R1,T2_T1,Qual,Src,KIS,T1j,T2j,R2_R1j,T1k1,T2k1,R2_R1k1,Simbad,_RA,_DE
7199353.0,5415.0,362.0,5187.0,615.0,2.8e-11,2.24e-12,0.847,0.187,0.957,b'00000',b'1100',1.0,5421.0,5269.0,0.636,4905.0,4443.0,0.926,b'Simbad',291.48489,42.737782
7199774.0,5922.0,356.0,4198.0,805.0,4.3e-11,2.29e-12,0.451,0.196,0.438,b'00000',b'1100',1.0,5863.0,4324.0,0.414,5975.0,4107.0,0.49,b'Simbad',291.61008,42.759762
7200102.0,5380.0,354.0,5097.0,659.0,2.07e-11,2.38e-12,0.552,0.261,0.76,b'00000',b'1100',1.0,5361.0,5164.0,0.61,5423.0,4962.0,0.509,b'Simbad',291.70828,42.797001
7203179.0,6907.0,374.0,5549.0,559.0,2.85e-11,2.68e-12,0.922,0.22,0.797,b'00000',b'1110',2.0,6761.0,5474.0,1.087,6908.0,5565.0,0.757,b'Simbad',292.68881,42.748001
7204041.0,5345.0,370.0,5052.0,622.0,5.24e-11,4.78e-12,0.77,0.243,0.955,b'00000',b'1100',1.0,5312.0,5009.0,0.741,5396.0,5078.0,0.819,b'Simbad',292.94791,42.72979
7212066.0,6091.0,359.0,4346.0,551.0,1.65e-11,1.81e-12,0.964,0.178,0.683,b'00000',b'1110',2.0,6144.0,4733.0,1.111,6107.0,4198.0,0.928,b'Simbad',295.21167,42.786289
7212722.0,6396.0,366.0,4978.0,575.0,2.6e-11,2.37e-12,0.822,0.21,0.773,b'00000',b'1110',2.0,6367.0,4886.0,0.838,6471.0,5129.0,0.907,b'Simbad',295.37515,42.75378
7217866.0,5869.0,368.0,5761.0,594.0,2.81e-11,3.11e-12,0.789,0.258,0.983,b'00000',b'1100',1.0,5837.0,5689.0,0.83,5990.0,5934.0,0.744,b'Simbad',296.58344,42.765041
7220320.0,6144.0,378.0,5307.0,583.0,2.88e-11,3.86e-12,0.774,0.309,0.867,b'00000',b'0100',1.0,6210.0,5379.0,0.741,6144.0,5307.0,0.774,b'Simbad',297.10815,42.752918
7255336.0,3517.0,1520.0,3612.0,1507.0,8.42e-11,3.42e-11,0.63,0.182,0.98,b'11001',b'1100',1.0,3514.0,3533.0,0.506,6473.0,6345.0,0.711,b'Simbad',280.94385,42.839184
7257373.0,5977.0,388.0,5780.0,610.0,3.68e-11,2.78e-12,0.813,0.202,0.989,b'11000',b'1110',2.0,6175.0,4852.0,0.779,6074.0,5999.0,0.881,b'Simbad',282.05328,42.864952
7258889.0,6809.0,365.0,4972.0,563.0,2.89e-11,2.16e-12,0.656,0.196,0.737,b'00000',b'1100',1.0,6798.0,4903.0,0.637,6843.0,5043.0,0.71,b'Simbad',282.77628,42.811131
7259722.0,6390.0,391.0,5678.0,1123.0,3.31e-11,4.21e-12,0.693,0.296,0.7,b'00010',b'1000',0.0,6390.0,5678.0,0.693,,,,b'Simbad',283.15753,42.890411
7259917.0,6739.0,357.0,5690.0,554.0,7.26e-11,3.74e-12,0.36,0.215,0.845,b'11000',b'1000',0.0,6739.0,5690.0,0.36,,,,b'Simbad',283.25912,42.845589
7269493.0,5507.0,357.0,5505.0,677.0,5.41e-11,5.23e-12,0.623,0.272,0.7,b'00010',b'1100',1.0,5515.0,5572.0,0.537,5475.0,5449.0,0.762,b'Simbad',287.57117,42.813919
7269797.0,5524.0,353.0,5354.0,559.0,1.51e-11,1.88e-12,0.73,0.204,0.974,b'00000',b'1111',3.0,5573.0,5486.0,0.594,5416.0,5079.0,0.876,b'Simbad',287.69952,42.84465
7269843.0,5599.0,362.0,3792.0,550.0,1.25e-11,1.79e-12,1.363,0.167,0.97,b'00100',b'1111',3.0,5747.0,3940.0,1.398,5682.0,3672.0,1.587,b'Simbad',287.72009,42.888611
7270230.0,5494.0,375.0,5362.0,687.0,1.3e-11,2e-12,0.761,0.252,0.7,b'00010',b'0110',2.0,5497.0,5257.0,0.811,5477.0,5279.0,0.806,b'Simbad',287.88412,42.832439
7272739.0,5371.0,357.0,5196.0,554.0,4.66e-11,3.5e-12,0.892,0.208,0.955,b'00000',b'1110',2.0,5405.0,5226.0,0.984,5578.0,4756.0,0.908,b'Simbad',288.85718,42.812531
7273033.0,6001.0,377.0,5118.0,574.0,1.49e-11,2.04e-12,1.088,0.213,0.996,b'00000',b'1100',1.0,6354.0,4879.0,1.279,5734.0,5704.0,0.76,b'Simbad',288.95123,42.888329
7280704.0,6327.0,362.0,6071.0,575.0,3.74e-11,2.82e-12,0.738,0.206,0.962,b'00000',b'1110',2.0,6292.0,5807.0,0.7,6332.0,6081.0,0.657,b'Simbad',291.37546,42.811321
7282128.0,5625.0,354.0,5538.0,555.0,2.65e-11,2.64e-12,0.702,0.234,0.977,b'00000',b'1100',1.0,5590.0,5522.0,0.79,5680.0,5587.0,0.631,b'Simbad',291.81647,42.802608
7284688.0,5787.0,380.0,5522.0,691.0,9.57e-11,8.04e-12,0.619,0.246,0.969,b'11000',b'1000',2.0,5787.0,5522.0,0.619,5786.0,5582.0,0.858,b'Simbad',292.63,42.829338
7287391.0,4385.0,355.0,3704.0,563.0,3.86e-11,3.02e-12,0.77,0.217,0.598,b'11000',b'1100',1.0,4272.0,3902.0,0.73,4397.0,3674.0,0.814,b'Simbad',293.46356,42.88406
7289157.0,6810.0,404.0,3950.0,629.0,4.11e-11,3.28e-12,0.828,0.237,0.568,b'00100',b'0100',1.0,7037.0,4033.0,0.878,6810.0,3950.0,0.828,b'Simbad',293.96606,42.837269
7296094.0,3527.0,350.0,3606.0,580.0,1.39e-11,2.57e-12,0.644,0.381,0.7,b'11010',b'1000',0.0,3527.0,3606.0,0.644,,,,b'Simbad',295.78812,42.846355
7304911.0,6863.0,535.0,6570.0,800.0,3.87e-11,4.63e-12,0.817,0.293,0.992,b'00000',b'1000',0.0,6863.0,6570.0,0.817,,,,b'Simbad',297.8204,42.885429
7335517.0,26358.0,617.0,26582.0,761.0,2.24e-12,1.65e-12,0.822,0.208,0.999,b'10000',b'1111',3.0,28600.0,29036.0,0.869,25713.0,25904.0,0.817,b'Simbad',280.77832,42.988361
7335713.0,5020.0,352.0,6904.0,709.0,9.25e-11,1.76e-12,0.079,0.151,0.7,b'00010',b'1010',2.0,5006.0,11062.0,0.078,5394.0,5236.0,0.732,b'Simbad',280.90244,42.935719
7336754.0,5963.0,370.0,4777.0,604.0,2.98e-11,3.01e-12,0.694,0.254,0.77,b'00000',b'1100',1.0,6080.0,4780.0,0.888,5857.0,4768.0,0.512,b'Simbad',281.49689,42.906078
7339123.0,6446.0,358.0,6301.0,551.0,6.56e-11,8.13e-12,0.844,0.3,0.979,b'00000',b'1000',3.0,6446.0,6301.0,0.844,6233.0,6104.0,0.693,b'Simbad',282.64188,42.946369
7339345.0,5236.0,353.0,3572.0,541.0,1.9e-11,1.79e-12,2.205,0.156,1.0,b'00100',b'1110',2.0,5144.0,3583.0,1.509,5526.0,3558.0,2.382,b'Simbad',282.73679,42.946751
7348206.0,6504.0,369.0,6184.0,716.0,1.64e-11,1.99e-12,0.682,0.211,0.998,b'00000',b'1100',2.0,6527.0,5161.0,0.67,6431.0,6398.0,0.726,b'Simbad',286.77823,42.979351
7350038.0,6792.0,376.0,5639.0,1811.0,6.09e-11,3.63e-12,0.422,0.234,0.7,b'11010',b'1000',1.0,6792.0,5639.0,0.422,6660.0,6840.0,0.716,b'Simbad',287.51489,42.911804
7353970.0,5427.0,354.0,5142.0,565.0,3.62e-11,3.51e-12,0.639,0.257,0.904,b'00000',b'1100',1.0,5412.0,5114.0,0.559,5466.0,5164.0,0.743,b'Simbad',289.02493,42.935928
7357531.0,5630.0,368.0,5620.0,745.0,2.29e-11,2.45e-12,0.598,0.247,0.7,b'00010',b'1100',1.0,5600.0,5614.0,0.615,5658.0,5630.0,0.58,b'Simbad',290.20236,42.955891
7362696.0,5009.0,420.0,5052.0,760.0,1.82e-11,2.24e-12,0.751,0.242,0.7,b'00010',b'1100',1.0,4782.0,7232.0,0.411,5467.0,4533.0,0.868,b'Simbad',291.76056,42.92392
7362751.0,4734.0,380.0,4862.0,613.0,1.76e-11,2e-12,0.753,0.215,0.96,b'00100',b'1100',1.0,4686.0,5963.0,0.494,5987.0,4367.0,1.352,b'Simbad',291.77719,42.951241
7362852.0,6114.0,355.0,6092.0,547.0,1.48e-11,2.22e-12,0.814,0.273,0.99,b'00000',b'1100',1.0,6038.0,5968.0,0.718,6265.0,6190.0,0.937,b'Simbad',291.80966,42.981609
7366145.0,6863.0,361.0,6664.0,686.0,2.5e-11,2.08e-12,0.608,0.196,0.938,b'00000',b'1111',3.0,6760.0,6376.0,0.465,7049.0,6419.0,0.585,b'Simbad',292.83337,42.931541
7367833.0,6167.0,376.0,4716.0,655.0,1.53e-11,1.79e-12,0.865,0.183,0.955,b'00100',b'1111',3.0,5941.0,5192.0,0.735,5387.0,5249.0,0.875,b'Simbad',293.33493,42.921909
7368103.0,10098.0,458.0,6700.0,704.0,1.79e-11,1.87e-12,1.242,0.175,0.665,b'00000',b'1100',2.0,10132.0,6669.0,1.329,8666.0,7052.0,1.028,b'Simbad',293.41541,42.917259
7368451.0,6923.0,429.0,6444.0,578.0,3.96e-11,3.89e-12,0.914,0.248,0.929,b'11000',b'1100',1.0,6435.0,6432.0,0.885,6957.0,6469.0,0.942,b'Simbad',293.5257,42.960743
7369523.0,6104.0,369.0,6145.0,577.0,1.64e-11,2.13e-12,0.802,0.234,1.008,b'00000',b'1100',1.0,6050.0,6069.0,0.802,6241.0,6278.0,0.803,b'Simbad',293.8414,42.948139
7373255.0,6684.0,401.0,5258.0,1018.0,7.5e-11,1.09e-09,0.719,0.171,0.7,b'00011',b'1100',1.0,6681.0,4929.0,0.645,7074.0,6655.0,0.809,b'Simbad',294.85593,42.937241
7373555.0,7355.0,418.0,7304.0,697.0,1.99e-11,2.38e-12,0.842,0.235,0.987,b'00000',b'1100',1.0,7315.0,7347.0,0.805,7510.0,7119.0,0.908,b'Simbad',294.94174,42.910412
7374746.0,8263.0,2751.0,8211.0,2809.0,1.1e-11,4.27e-12,0.691,0.827,0.933,b'00000',b'0100',1.0,8250.0,8239.0,0.871,8263.0,8211.0,0.691,b'Simbad',295.25287,42.900028
7375348.0,6515.0,390.0,6435.0,579.0,6.48e-11,2.01e-12,0.804,0.155,0.7,b'11011',b'1100',1.0,6675.0,6255.0,0.839,6330.0,6672.0,0.763,b'Simbad',295.40433,42.981422
7375612.0,6838.0,354.0,6817.0,547.0,5.04e-11,3.74e-12,0.742,0.212,0.999,b'00100',b'1100',1.0,6849.0,6833.0,0.569,6819.0,6808.0,0.858,b'Simbad',295.46698,42.927879
7376500.0,6222.0,401.0,4625.0,618.0,1.89e-11,2.71e-12,0.801,0.335,0.747,b'00000',b'0100',1.0,6324.0,4707.0,0.713,6222.0,4625.0,0.801,b'Simbad',295.68814,42.970581
7376983.0,4678.0,351.0,4548.0,563.0,2.35e-11,2.19e-12,0.606,0.214,0.7,b'00010',b'1111',3.0,4583.0,4540.0,0.707,4697.0,4571.0,0.693,b'Simbad',295.8255,42.94339
7377033.0,5448.0,379.0,4883.0,602.0,1.63e-11,1.86e-12,0.864,0.189,0.987,b'00000',b'1111',3.0,5968.0,4401.0,1.434,5400.0,5091.0,0.761,b'Simbad',295.83536,42.943062
7377422.0,4944.0,355.0,4040.0,552.0,6.17e-11,4.11e-12,0.933,0.198,0.819,b'00000',b'1110',2.0,4989.0,4016.0,1.096,4952.0,4019.0,0.884,b'Simbad',295.93045,42.951199
7378178.0,5833.0,406.0,5723.0,659.0,1.19e-11,1.81e-12,0.851,0.2,0.977,b'00000',b'1110',2.0,5420.0,5005.0,0.907,5923.0,5878.0,0.804,b'Simbad',296.11896,42.965279
7382250.0,6690.0,356.0,3603.0,548.0,6.16e-11,4.7e-12,0.882,0.189,0.836,b'00000',b'1000',1.0,6690.0,3603.0,0.882,6875.0,5982.0,0.832,b'Simbad',297.05655,42.983189
7383021.0,5424.0,378.0,5205.0,718.0,1.53e-11,2.13e-12,0.716,0.247,0.7,b'00010',b'1100',1.0,5358.0,5128.0,0.751,5455.0,5279.0,0.672,b'Simbad',297.21872,42.941509
7385478.0,6346.0,359.0,4720.0,543.0,8.16e-11,2.09e-12,0.758,0.153,0.694,b'00001',b'1110',2.0,6369.0,4651.0,0.743,6218.0,4775.0,0.74,b'Simbad',297.74109,42.99609
7387296.0,9680.0,867.0,9661.0,1679.0,5.05e-11,5.33e-12,0.729,0.267,0.968,b'00000',b'1000',1.0,9680.0,9661.0,0.729,11556.0,11135.0,0.66,b'Simbad',298.11563,42.978771
7422883.0,6985.0,411.0,6496.0,1017.0,7.09e-11,7.61e-12,0.687,0.286,0.7,b'00010',b'1000',0.0,6985.0,6496.0,0.687,,,,b'Simbad',283.60733,43.004189
7431665.0,4796.0,354.0,4757.0,584.0,1.78e-10,1.69e-11,0.69,0.271,0.7,b'00010',b'1100',1.0,4797.0,4785.0,0.643,4789.0,4701.0,0.78,b'Simbad',287.37662,43.009491
7431703.0,10775.0,1554.0,5640.0,1696.0,2.24e-11,3.5e-12,2.132,0.235,0.761,b'00000',b'1000',2.0,10775.0,5640.0,2.132,8369.0,6502.0,0.68,b'Simbad',287.39133,43.09874
7432479.0,6205.0,384.0,5847.0,612.0,2.39e-11,2.8e-12,0.732,0.258,0.942,b'00000',b'0110',2.0,6427.0,5988.0,0.721,6160.0,5812.0,0.722,b'Simbad',287.71484,43.026218
7433513.0,5961.0,368.0,4416.0,650.0,1.45e-11,1.89e-12,1.041,0.188,0.774,b'00000',b'1100',1.0,6085.0,4194.0,1.14,5812.0,5012.0,0.586,b'Simbad',288.11633,43.094269
7440742.0,4822.0,351.0,4764.0,542.0,1.05e-10,6.92e-12,0.817,0.207,0.957,b'00000',b'1110',2.0,4805.0,4769.0,1.003,4840.0,4709.0,0.718,b'Simbad',290.51392,43.009769
7449844.0,7268.0,487.0,3582.0,546.0,2.8e-11,2.29e-12,0.678,0.212,0.7,b'00010',b'1100',1.0,7455.0,3578.0,1.004,6851.0,8547.0,0.474,b'Simbad',293.28156,43.055809
7455553.0,7009.0,368.0,6248.0,633.0,3.33e-11,2.79e-12,0.731,0.216,0.852,b'00000',b'1100',1.0,6922.0,6141.0,0.565,7325.0,6304.0,0.851,b'Simbad',294.83984,43.019718
7456521.0,6366.0,361.0,5210.0,557.0,1.65e-11,1.92e-12,0.984,0.19,0.851,b'00000',b'1110',2.0,6658.0,5088.0,1.208,6317.0,5313.0,0.727,b'Simbad',295.09634,43.047981
7457163.0,6621.0,389.0,5703.0,588.0,4.2e-11,3.97e-12,1.092,0.223,0.935,b'00000',b'1100',1.0,7064.0,5580.0,1.28,6410.0,6078.0,0.702,b'Simbad',295.27386,43.05999
7457278.0,5711.0,393.0,7050.0,850.0,9.65e-11,5.31e-12,0.43,0.205,0.7,b'00010',b'1000',1.0,5711.0,7050.0,0.43,6220.0,5744.0,0.682,b'Simbad',295.30386,43.059681
7458285.0,6146.0,638.0,8404.0,2178.0,3.81e-11,5.06e-12,0.214,0.342,0.859,b'00001',b'1100',1.0,5969.0,10404.0,0.205,7037.0,6183.0,0.82,b'Simbad',295.54279,43.049191
7458762.0,5972.0,381.0,5113.0,612.0,1.66e-11,2.43e-12,0.978,0.27,0.7,b'00010',b'1100',1.0,6169.0,5006.0,1.1,5787.0,5826.0,0.716,b'Simbad',295.65149,43.029831
7466863.0,6650.0,357.0,3731.0,572.0,2.91e-11,2.35e-12,0.881,0.178,0.7,b'00010',b'1100',1.0,6654.0,3688.0,0.937,6540.0,5499.0,0.67,b'Simbad',297.40097,43.042782
7501230.0,7450.0,466.0,6965.0,884.0,4.04e-11,3.54e-12,0.57,0.248,0.936,b'00000',b'1010',2.0,6825.0,6787.0,0.639,7645.0,7217.0,0.845,b'Simbad',281.3623,43.153019
7506164.0,9961.0,863.0,6993.0,841.0,1.37e-11,3.63e-12,2.064,0.768,0.912,b'00101',b'1100',1.0,10516.0,6745.0,2.247,8938.0,8034.0,0.74,b'Simbad',283.7142,43.114342
7506446.0,5392.0,360.0,3708.0,544.0,3.35e-11,2.5e-12,2.063,0.157,1.01,b'11000',b'1111',3.0,5610.0,4296.0,1.561,5459.0,3604.0,2.164,b'Simbad',283.85071,43.122913
7511416.0,6851.0,369.0,6189.0,1821.0,3.9e-11,2.64e-12,0.372,0.228,0.7,b'00010',b'1000',1.0,6851.0,6189.0,0.372,7463.0,6096.0,0.718,b'Simbad',286.06003,43.16621
7512381.0,5841.0,359.0,5741.0,583.0,5.71e-11,3.66e-12,0.699,0.201,0.987,b'00000',b'1100',2.0,5802.0,4193.0,0.669,5887.0,5840.0,0.783,b'Simbad',286.49976,43.130501
7516345.0,7440.0,415.0,6985.0,1011.0,3.98e-11,4.76e-12,0.592,0.311,0.881,b'00000',b'1000',1.0,7440.0,6985.0,0.592,7631.0,6692.0,0.775,b'Simbad',288.06253,43.127571
7518816.0,6775.0,360.0,3575.0,543.0,4.26e-11,3.13e-12,1.122,0.169,0.821,b'00000',b'1100',1.0,6775.0,3568.0,1.165,6770.0,5405.0,0.753,b'Simbad',288.9657,43.107529
7529123.0,6249.0,360.0,6089.0,571.0,1.8e-11,2.12e-12,0.749,0.226,0.98,b'00000',b'1110',2.0,6252.0,5829.0,0.707,6260.0,6127.0,0.788,b'Simbad',292.24121,43.107079
7532973.0,6215.0,374.0,5522.0,893.0,3.45e-11,3.01e-12,0.57,0.237,0.7,b'00010',b'1100',1.0,6130.0,5458.0,0.588,6311.0,5614.0,0.551,b'Simbad',293.35129,43.13464
7533807.0,6371.0,369.0,4478.0,597.0,1.5e-11,1.83e-12,0.987,0.183,0.972,b'00000',b'1110',2.0,6400.0,4445.0,1.036,6303.0,4514.0,0.922,b'Simbad',293.58215,43.163471
7541502.0,5555.0,358.0,4259.0,783.0,1.08e-10,5.24e-12,0.612,0.215,0.573,b'11000',b'1100',1.0,5521.0,4671.0,0.409,5668.0,4044.0,0.709,b'Simbad',295.57651,43.190327
7542091.0,5805.0,470.0,5600.0,666.0,5.26e-11,7.54e-12,0.867,0.347,0.989,b'00000',b'1000',1.0,5805.0,5600.0,0.867,5889.0,5824.0,0.83,b'Simbad',295.71667,43.164639
7546429.0,6018.0,357.0,5767.0,562.0,1.65e-11,1.94e-12,0.766,0.205,0.974,b'00000',b'1110',2.0,6181.0,5221.0,0.852,5992.0,5800.0,0.776,b'Simbad',296.69553,43.138561
7546791.0,5423.0,458.0,5256.0,631.0,3.76e-11,3.53e-11,0.736,0.157,0.971,b'00001',b'1110',2.0,5448.0,5415.0,0.677,5433.0,5297.0,0.776,b'Simbad',296.77377,43.110291
7552344.0,5463.0,374.0,5418.0,712.0,1.79e-11,2.31e-12,0.715,0.259,0.7,b'00010',b'1100',1.0,5438.0,5371.0,0.746,5486.0,5448.0,0.696,b'Simbad',297.97513,43.164909
7584739.0,7687.0,397.0,6733.0,721.0,2.33e-11,3.01e-12,0.712,0.291,0.883,b'00000',b'0100',1.0,6812.0,6012.0,0.797,7687.0,6733.0,0.712,b'Simbad',282.29111,43.283939
7584826.0,5476.0,938.0,4933.0,867.0,1.62e-11,2.56e-12,1.078,0.289,0.801,b'00000',b'0100',1.0,5851.0,4630.0,0.913,5476.0,4933.0,1.078,b'Simbad',282.34644,43.284519
7590728.0,6939.0,553.0,8670.0,1726.0,6.51e-12,1.78e-12,0.534,0.264,0.813,b'00000',b'1100',1.0,6712.0,9720.0,0.452,7347.0,7892.0,0.687,b'Simbad',285.2735,43.265709
7591456.0,7298.0,450.0,7053.0,1323.0,8.89e-11,1.1e-11,0.634,0.325,0.7,b'11010',b'1000',2.0,7298.0,7053.0,0.634,7658.0,7281.0,0.646,b'Simbad',285.6098,43.205509
7593110.0,5987.0,413.0,4787.0,642.0,1.14e-11,1.97e-12,1.141,0.235,0.7,b'00010',b'1100',1.0,6146.0,4679.0,1.3,5619.0,5498.0,0.75,b'Simbad',286.42599,43.264278
7597095.0,5364.0,354.0,5112.0,561.0,3.06e-11,2.74e-12,0.82,0.218,0.966,b'00000',b'1100',1.0,5262.0,4812.0,1.007,5367.0,5185.0,0.583,b'Simbad',288.12186,43.20792
7597703.0,6072.0,358.0,5884.0,554.0,1.39e-11,2.04e-12,0.832,0.245,0.973,b'00000',b'1110',2.0,6065.0,5835.0,0.844,6086.0,5902.0,0.895,b'Simbad',288.37411,43.294319
7598128.0,6595.0,384.0,6392.0,827.0,3.36e-11,3.02e-12,0.634,0.238,0.7,b'00010',b'1100',1.0,6591.0,6190.0,0.524,6617.0,6513.0,0.762,b'Simbad',288.54199,43.255421
7601633.0,6139.0,397.0,6222.0,669.0,3.05e-11,2.98e-12,0.787,0.238,0.7,b'00010',b'1110',2.0,6114.0,6128.0,0.848,6183.0,6228.0,0.919,b'Simbad',289.87347,43.203838
7605600.0,3688.0,353.0,3576.0,543.0,5.9e-11,7.4e-12,0.779,0.315,0.722,b'00000',b'0100',1.0,3839.0,3571.0,0.875,3688.0,3576.0,0.779,b'Simbad',291.15067,43.285301
7610486.0,5992.0,430.0,5597.0,745.0,1.28e-11,1.87e-12,0.794,0.214,0.967,b'00000',b'1100',1.0,5760.0,4937.0,0.796,6084.0,5862.0,0.791,b'Simbad',292.73151,43.244862
7620664.0,6758.0,412.0,6700.0,645.0,3.08e-11,3.43e-12,0.866,0.26,0.975,b'00000',b'1100',1.0,6453.0,6761.0,0.911,6844.0,6650.0,0.792,b'Simbad',295.56192,43.20583
7620844.0,5249.0,351.0,4666.0,648.0,2.46e-11,1.95e-12,0.362,0.202,0.739,b'00000',b'1110',2.0,5227.0,4791.0,0.576,5258.0,4388.0,0.27,b'Simbad',295.61038,43.260422
7622059.0,6275.0,563.0,5860.0,979.0,3.36e-11,3.72e-12,0.813,0.267,0.7,b'00010',b'0110',2.0,6309.0,5779.0,0.746,6294.0,5826.0,0.853,b'Simbad',295.91998,43.28175
7622486.0,7548.0,1078.0,5304.0,570.0,2.38e-11,2.86e-11,1.713,0.575,0.7,b'11011',b'1100',1.0,7880.0,5283.0,1.884,5841.0,5650.0,0.774,b'Simbad',296.02509,43.234875
7624297.0,5321.0,357.0,4390.0,913.0,2.49e-11,3.16e-12,0.433,0.327,0.497,b'00000',b'0100',1.0,5836.0,3916.0,0.777,5321.0,4390.0,0.433,b'Simbad',296.45999,43.28553
7627059.0,6237.0,365.0,6018.0,593.0,1.86e-11,2.31e-12,0.805,0.242,0.98,b'00000',b'1100',1.0,6042.0,5172.0,0.934,6245.0,6105.0,0.717,b'Simbad',297.11423,43.214321
7630658.0,5067.0,359.0,3930.0,566.0,2.37e-11,2.17e-12,1.073,0.226,0.955,b'11000',b'0110',2.0,3522.0,3530.0,0.605,5333.0,3604.0,1.376,b'Simbad',297.91519,43.256203
7630690.0,10284.0,445.0,10161.0,825.0,4.42e-11,5.66e-12,0.734,0.319,0.984,b'00000',b'1000',2.0,10284.0,10161.0,0.734,10686.0,10415.0,0.671,b'Simbad',297.92319,43.25629
7657914.0,8890.0,2352.0,6784.0,950.0,2.22e-11,7.08e-12,1.454,0.547,0.847,b'00100',b'1000',1.0,8890.0,6784.0,1.454,7110.0,5948.0,0.68,b'Simbad',279.96786,43.385681
7668648.0,6449.0,388.0,5117.0,636.0,1.42e-11,1.93e-12,0.843,0.215,0.815,b'00100',b'1110',2.0,6522.0,4959.0,0.933,6317.0,5379.0,0.827,b'Simbad',286.27698,43.339142
7670485.0,5814.0,356.0,5663.0,575.0,2.46e-11,2.36e-12,0.6,0.226,0.974,b'00000',b'1100',1.0,5817.0,5663.0,0.57,5810.0,5663.0,0.654,b'Simbad',287.12943,43.344131
7670617.0,5108.0,353.0,4001.0,666.0,2.15e-11,1.94e-12,0.512,0.202,0.592,b'00000',b'1100',1.0,5111.0,3890.0,0.543,5103.0,4161.0,0.442,b'Simbad',287.18448,43.367088
7671594.0,4646.0,365.0,4123.0,577.0,3.25e-11,3.41e-12,0.741,0.27,0.902,b'00000',b'1000',0.0,4646.0,4123.0,0.741,,,,b'Simbad',287.63586,43.37077
7672068.0,6047.0,437.0,6073.0,751.0,5e-11,3.36e-12,0.705,0.2,0.7,b'00010',b'1100',1.0,5968.0,6105.0,0.648,6110.0,6054.0,0.805,b'Simbad',287.86377,43.304161
7674050.0,5602.0,395.0,5253.0,692.0,1.3e-11,1.95e-12,0.802,0.23,0.7,b'00010',b'1110',2.0,5575.0,5350.0,0.897,5634.0,5361.0,0.796,b'Simbad',288.74359,43.351089
7676610.0,10077.0,523.0,7634.0,602.0,2.13e-11,2.3e-12,1.346,0.196,0.882,b'00000',b'1100',1.0,10819.0,7602.0,1.458,9405.0,8003.0,0.765,b'Simbad',289.77338,43.388088
7677005.0,6914.0,491.0,5672.0,1750.0,4.68e-11,6.44e-12,0.831,0.395,0.877,b'00000',b'1000',1.0,6914.0,5672.0,0.831,7714.0,6728.0,0.876,b'Simbad',289.91574,43.390789
7678434.0,5122.0,354.0,4988.0,609.0,2.19e-11,2.31e-12,0.672,0.229,0.7,b'00010',b'1110',2.0,5080.0,4922.0,0.619,5166.0,5037.0,0.737,b'Simbad',290.39322,43.363899
7680593.0,5297.0,351.0,5387.0,542.0,1.76e-11,2.23e-12,0.73,0.247,1.017,b'00000',b'1100',1.0,5285.0,5370.0,0.641,5314.0,5400.0,0.835,b'Simbad',291.14719,43.33746
7684873.0,9727.0,608.0,7463.0,701.0,5.57e-11,6.73e-12,1.359,0.248,0.7,b'00010',b'1000',1.0,9727.0,7463.0,1.359,8665.0,7632.0,0.875,b'Simbad',292.61194,43.305141
7685689.0,6062.0,418.0,5945.0,739.0,1.35e-11,2.38e-12,0.741,0.318,0.988,b'00100',b'0001',3.0,5667.0,6547.0,0.583,6675.0,6641.0,0.803,b'Simbad',292.87726,43.36869
7686918.0,6816.0,385.0,6635.0,663.0,2.5e-11,3.13e-12,0.873,0.269,0.992,b'00000',b'1100',1.0,6269.0,6525.0,0.908,6830.0,6693.0,0.824,b'Simbad',293.2746,43.336311
7690843.0,5176.0,359.0,4242.0,594.0,1.54e-10,1.27e-11,0.818,0.24,0.843,b'00100',b'1100',1.0,5366.0,4244.0,1.15,5169.0,4241.0,0.759,b'Simbad',294.52652,43.396461
7691527.0,5625.0,357.0,4254.0,564.0,1.66e-11,1.86e-12,1.275,0.162,0.955,b'00000',b'1110',2.0,5656.0,3669.0,1.335,5547.0,5269.0,0.813,b'Simbad',294.7326,43.349522
7691553.0,6131.0,408.0,6138.0,673.0,2.12e-11,2.48e-12,0.711,0.244,1.01,b'00000',b'0110',2.0,4007.0,11396.0,0.08,6173.0,6145.0,0.741,b'Simbad',294.73965,43.376331
7695093.0,5942.0,417.0,5889.0,816.0,2.92e-11,2.58e-12,0.706,0.217,0.7,b'00010',b'1110',2.0,5941.0,5402.0,0.72,5980.0,6138.0,0.706,b'Simbad',295.8085,43.303108
7696778.0,5299.0,354.0,5233.0,552.0,1.87e-11,2.3e-12,0.711,0.25,0.981,b'00000',b'1100',1.0,5349.0,5282.0,0.699,5110.0,4897.0,0.724,b'Simbad',296.28809,43.398731
7697065.0,5182.0,514.0,5938.0,806.0,2.19e-11,2.37e-12,0.637,0.218,0.909,b'00001',b'1100',1.0,4868.0,6174.0,0.56,5622.0,4977.0,0.876,b'Simbad',296.37015,43.352261
7698650.0,6319.0,505.0,6758.0,764.0,1.34e-11,2.07e-12,0.81,0.252,0.969,b'00000',b'1100',1.0,5931.0,6764.0,0.755,6666.0,6753.0,0.834,b'Simbad',296.80582,43.385471
