KIC,T1,e_T1,T2,e_T2,R1_D,e_R1_D,R2_R1,e_R2_R1,T2_T1,Qual,Src,KIS,T1j,T2j,R2_R1j,T1k1,T2k1,R2_R1k1,Simbad,_RA,_DE
7700181.0,5834.0,362.0,5622.0,575.0,1.8e-11,2.21e-12,0.778,0.235,0.963,b'00000',b'1100',1.0,5786.0,5534.0,0.788,5868.0,5701.0,0.762,b'Simbad',297.1702,43.350521
7707742.0,7397.0,429.0,5508.0,1092.0,7.3e-12,1.76e-12,0.641,0.262,0.709,b'00000',b'1100',1.0,7162.0,5979.0,0.602,7586.0,5354.0,0.672,b'Simbad',298.89954,43.395641
7708193.0,6001.0,363.0,4173.0,590.0,1.5e-11,1.91e-12,0.978,0.194,0.755,b'00000',b'1100',1.0,5978.0,4007.0,1.022,6036.0,4326.0,0.903,b'Simbad',298.99731,43.398861
7709086.0,5938.0,361.0,5914.0,583.0,1.25e-11,1.87e-12,0.693,0.225,0.989,b'00000',b'1110',2.0,5547.0,5162.0,0.645,6077.0,6048.0,0.723,b'Simbad',299.18707,43.371342
7732791.0,4255.0,364.0,3996.0,576.0,2.23e-11,3.04e-12,0.796,0.302,0.962,b'00000',b'1000',0.0,4255.0,3996.0,0.796,,,,b'Simbad',282.55338,43.417358
7740302.0,6944.0,367.0,6650.0,715.0,5.68e-11,5.74e-12,0.582,0.285,0.944,b'11000',b'1000',1.0,6944.0,6650.0,0.582,7271.0,7291.0,0.605,b'Simbad',286.64328,43.459785
7740566.0,5889.0,379.0,4761.0,600.0,1.36e-11,1.88e-12,1.191,0.186,0.975,b'00000',b'1110',2.0,5975.0,3832.0,1.307,5619.0,5321.0,0.92,b'Simbad',286.78326,43.43082
7743464.0,5891.0,384.0,6283.0,840.0,1.86e-11,2.18e-12,0.576,0.24,0.7,b'00010',b'1100',1.0,5835.0,6598.0,0.47,5985.0,6137.0,0.715,b'Simbad',288.15308,43.47356
7744173.0,6227.0,377.0,6108.0,605.0,2.65e-11,2.86e-12,0.767,0.249,0.98,b'00000',b'1100',1.0,6316.0,6220.0,0.73,6141.0,6041.0,0.81,b'Simbad',288.48828,43.481251
7747425.0,5877.0,380.0,5902.0,702.0,2.11e-11,2.34e-12,0.709,0.234,0.7,b'00010',b'1100',1.0,5848.0,5839.0,0.67,5918.0,5984.0,0.757,b'Simbad',289.86157,43.472771
7748113.0,10544.0,450.0,9373.0,746.0,1.88e-11,2.14e-12,0.807,0.219,0.836,b'00000',b'1110',2.0,10339.0,8879.0,0.878,10579.0,9520.0,0.705,b'Simbad',290.11353,43.436539
7749318.0,5975.0,418.0,4761.0,632.0,2.1e-11,2.31e-12,1.064,0.213,0.7,b'00010',b'1100',1.0,6356.0,4758.0,1.377,5655.0,4781.0,0.742,b'Simbad',290.49683,43.49091
7749504.0,39742.0,12170.0,13742.0,1449.0,1.5e-11,6.57e-10,0.016,0.41,1.0,b'10001',b'1100',1.0,40137.0,13707.0,0.016,15807.0,16398.0,0.78,b'Simbad',290.56055,43.462959
7750740.0,6068.0,405.0,4271.0,1084.0,2.17e-11,2.38e-12,0.666,0.296,0.523,b'00000',b'0100',1.0,5880.0,4827.0,0.688,6068.0,4271.0,0.666,b'Simbad',290.99643,43.458752
7751562.0,6323.0,382.0,3887.0,703.0,1.61e-11,2.07e-12,0.749,0.243,0.427,b'00000',b'1000',0.0,6323.0,3887.0,0.749,,,,b'Simbad',291.28461,43.405289
7765894.0,9629.0,411.0,5449.0,591.0,3.39e-11,1.94e-12,2.019,0.154,0.898,b'00000',b'1000',1.0,9629.0,5449.0,2.019,6538.0,5639.0,0.796,b'Simbad',295.93515,43.47821
7766185.0,6222.0,438.0,4809.0,1418.0,6.02e-11,7.08e-12,0.864,0.373,0.976,b'00000',b'1000',1.0,6222.0,4809.0,0.864,6703.0,6740.0,0.841,b'Simbad',296.01645,43.43676
7767733.0,5977.0,357.0,4501.0,777.0,1.38e-11,1.73e-12,0.45,0.194,0.606,b'00000',b'1110',2.0,5949.0,4272.0,0.406,6055.0,4583.0,0.479,b'Simbad',296.4621,43.459728
7769072.0,5128.0,354.0,4554.0,555.0,4.66e-11,4.2e-12,0.685,0.249,0.872,b'00000',b'1100',1.0,5091.0,4504.0,0.641,5202.0,4604.0,0.757,b'Simbad',296.83969,43.408051
7770471.0,7622.0,388.0,5507.0,646.0,1.51e-11,1.96e-12,0.766,0.223,0.729,b'00000',b'1100',1.0,7476.0,5412.0,0.74,7901.0,5631.0,0.807,b'Simbad',297.18048,43.477112
7770569.0,5606.0,382.0,5658.0,628.0,3.2e-11,3.22e-12,0.821,0.239,0.7,b'00010',b'1100',1.0,5552.0,5667.0,0.811,5650.0,5653.0,0.835,b'Simbad',297.20496,43.432079
7773380.0,5754.0,364.0,5598.0,609.0,2.54e-11,3.13e-12,0.672,0.288,0.972,b'00000',b'0100',1.0,5519.0,5254.0,0.801,5754.0,5598.0,0.672,b'Simbad',297.86398,43.497978
7777416.0,5573.0,364.0,5444.0,772.0,1.83e-11,2.2e-12,0.607,0.246,0.7,b'00010',b'1100',1.0,5559.0,5364.0,0.549,5640.0,5536.0,0.712,b'Simbad',298.8461,43.403519
7777443.0,10292.0,533.0,7902.0,602.0,3.37e-11,3.07e-12,1.168,0.205,0.773,b'00000',b'1100',1.0,10580.0,7925.0,1.403,9981.0,7104.0,0.744,b'Simbad',298.85403,43.434959
7778437.0,6710.0,381.0,6552.0,589.0,2.29e-11,2.45e-12,0.876,0.227,0.988,b'00000',b'1100',1.0,6534.0,6405.0,0.943,6765.0,6667.0,0.776,b'Simbad',299.09753,43.497589
7798259.0,4952.0,352.0,3800.0,552.0,2.03e-11,1.92e-12,0.878,0.18,0.804,b'00000',b'1100',1.0,5001.0,3712.0,0.989,4895.0,3888.0,0.637,b'Simbad',280.34384,43.596142
7799540.0,5307.0,362.0,5078.0,661.0,7.02e-11,5.02e-12,0.705,0.22,0.7,b'00010',b'1110',2.0,5304.0,5114.0,0.621,5284.0,5061.0,0.967,b'Simbad',281.19177,43.524971
7802136.0,6310.0,375.0,4922.0,627.0,2.33e-11,2.84e-12,0.875,0.278,0.7,b'00010',b'1000',0.0,6310.0,4922.0,0.875,,,,b'Simbad',282.79764,43.578129
7811211.0,5775.0,432.0,5564.0,823.0,2.08e-11,2.59e-12,0.789,0.257,0.7,b'00010',b'0110',2.0,5761.0,5332.0,0.674,5749.0,5645.0,0.761,b'Simbad',287.57062,43.531738
7812175.0,4922.0,399.0,3791.0,638.0,8.37e-12,2e-12,0.81,0.334,0.699,b'11000',b'1000',0.0,4922.0,3791.0,0.81,,,,b'Simbad',288.02426,43.545841
7812455.0,6630.0,371.0,6292.0,593.0,1.57e-11,2.12e-12,0.797,0.24,0.959,b'00000',b'1100',1.0,6605.0,6268.0,0.776,6672.0,6313.0,0.828,b'Simbad',288.17081,43.501202
7813039.0,5828.0,377.0,6093.0,747.0,2.91e-11,2.76e-12,0.662,0.233,0.7,b'00010',b'1100',1.0,5819.0,6062.0,0.723,5838.0,6140.0,0.579,b'Simbad',288.43912,43.505249
7816201.0,9526.0,394.0,3563.0,543.0,4.23e-11,3.81e-12,1.657,0.157,0.982,b'11000',b'1000',1.0,9526.0,3563.0,1.657,7836.0,7842.0,0.663,b'Simbad',289.74945,43.543411
7816680.0,6752.0,380.0,5696.0,718.0,1.2e-11,1.85e-12,0.754,0.237,0.902,b'00000',b'1100',1.0,6731.0,4969.0,0.715,6800.0,5985.0,0.816,b'Simbad',289.92133,43.508221
7818448.0,6691.0,355.0,6683.0,546.0,2.15e-11,2.86e-12,0.904,0.277,0.998,b'00000',b'1100',1.0,6661.0,6652.0,0.888,6763.0,6738.0,0.916,b'Simbad',290.47943,43.501789
7821010.0,6538.0,363.0,6279.0,680.0,1e-10,8.17e-12,0.563,0.251,0.951,b'00000',b'1000',1.0,6538.0,6279.0,0.563,6836.0,6738.0,0.708,b'Simbad',291.31985,43.59547
7821450.0,5535.0,356.0,5419.0,561.0,2.17e-11,2.64e-12,0.809,0.261,0.975,b'00000',b'1100',1.0,5461.0,5319.0,0.946,5549.0,5465.0,0.684,b'Simbad',291.46783,43.54982
7830321.0,5641.0,363.0,5470.0,571.0,1.64e-11,1.89e-12,0.804,0.195,0.993,b'00000',b'1110',2.0,5789.0,4819.0,0.863,5582.0,5356.0,0.816,b'Simbad',294.45444,43.500511
7830460.0,7658.0,378.0,7434.0,623.0,4.23e-11,4.54e-12,0.799,0.269,0.961,b'00000',b'1100',1.0,7612.0,7380.0,0.742,7750.0,7478.0,0.849,b'Simbad',294.49826,43.58382
7830637.0,6171.0,444.0,4727.0,832.0,2.12e-11,2.41e-12,0.685,0.247,0.654,b'00000',b'0110',2.0,3636.0,4129.0,0.771,6153.0,4577.0,0.673,b'Simbad',294.54739,43.533691
7835348.0,6209.0,382.0,6166.0,613.0,1.38e-11,2e-12,0.721,0.243,0.976,b'00000',b'1100',1.0,6209.0,6213.0,0.723,6210.0,6135.0,0.72,b'Simbad',295.97842,43.572941
7836330.0,5401.0,404.0,4723.0,594.0,2.87e-11,2.4e-12,0.918,0.196,0.7,b'00010',b'1111',3.0,6190.0,4679.0,1.595,5292.0,4622.0,0.803,b'Simbad',296.24969,43.542469
7837302.0,6183.0,458.0,5574.0,1288.0,3.35e-11,3.61e-12,0.6,0.282,0.7,b'11110',b'0010',2.0,6152.0,5918.0,0.674,6346.0,5794.0,1.007,b'Simbad',296.55386,43.543179
7837526.0,5854.0,367.0,10411.0,762.0,5.28e-11,1.73e-12,0.166,0.152,0.7,b'00010',b'1100',1.0,5833.0,11751.0,0.16,6380.0,5901.0,0.789,b'Simbad',296.61633,43.529301
7838639.0,6372.0,354.0,6228.0,551.0,2.82e-11,2.74e-12,0.679,0.237,0.977,b'00000',b'1100',1.0,6340.0,6181.0,0.641,6440.0,6277.0,0.731,b'Simbad',296.91443,43.519451
7839027.0,9787.0,493.0,6754.0,653.0,1.48e-11,1.85e-12,1.47,0.179,0.936,b'00000',b'1100',1.0,10046.0,6747.0,1.578,8340.0,6950.0,0.824,b'Simbad',297.01859,43.529991
7840035.0,5626.0,416.0,5079.0,761.0,9.4e-12,1.77e-12,0.758,0.22,0.7,b'00010',b'1110',2.0,5722.0,4803.0,0.79,5632.0,5179.0,0.716,b'Simbad',297.27789,43.56955
7846730.0,6506.0,394.0,5831.0,620.0,3.28e-11,4.39e-12,0.833,0.311,0.894,b'11000',b'0100',1.0,6469.0,5784.0,0.705,6506.0,5831.0,0.833,b'Simbad',298.85602,43.536968
7847927.0,6190.0,370.0,3703.0,551.0,1.54e-11,2.02e-12,1.86,0.158,0.766,b'00000',b'1100',1.0,5985.0,4303.0,1.228,6231.0,3660.0,1.894,b'Simbad',299.13303,43.527111
7866921.0,5664.0,369.0,4534.0,574.0,2.13e-11,2.38e-12,1.035,0.229,0.878,b'00000',b'1100',1.0,5325.0,5160.0,0.921,5686.0,4481.0,1.1,b'Simbad',279.85608,43.6679
7871200.0,4851.0,365.0,4482.0,664.0,6.54e-11,6.18e-12,0.64,0.262,0.975,b'00100',b'1000',0.0,4851.0,4482.0,0.64,,,,b'Simbad',282.7182,43.670021
7877062.0,5657.0,358.0,6842.0,591.0,3.34e-11,1.72e-12,0.284,0.158,0.99,b'00000',b'1100',1.0,5584.0,8063.0,0.275,5793.0,5757.0,0.728,b'Simbad',285.89886,43.603451
7877824.0,5521.0,373.0,5358.0,622.0,1.53e-11,2.56e-12,0.756,0.323,0.967,b'00000',b'0100',1.0,5538.0,5279.0,0.83,5521.0,5358.0,0.756,b'Simbad',286.28845,43.614342
7878402.0,5613.0,355.0,5529.0,549.0,3.6e-11,3.44e-12,0.837,0.234,0.961,b'00000',b'1100',1.0,5669.0,5582.0,0.87,5535.0,5423.0,0.779,b'Simbad',286.59177,43.636009
7884426.0,5595.0,356.0,5580.0,556.0,1.89e-11,2.05e-12,0.702,0.212,0.998,b'00000',b'1110',2.0,5575.0,5584.0,0.624,5597.0,5559.0,0.742,b'Simbad',289.53506,43.688679
7884842.0,10333.0,546.0,9341.0,1407.0,8.9e-11,7.99e-12,0.588,0.265,0.851,b'10000',b'1000',2.0,10333.0,9341.0,0.588,10955.0,10408.0,0.777,b'Simbad',289.69464,43.626019
7885570.0,8254.0,2748.0,8233.0,2802.0,6.33e-11,1.62e-11,0.589,0.817,0.842,b'00000',b'1000',1.0,8254.0,8233.0,0.589,8263.0,8271.0,0.728,b'Simbad',289.97372,43.653809
7886329.0,6655.0,433.0,5537.0,743.0,3.56e-11,4.74e-12,0.735,0.313,0.835,b'00000',b'0100',1.0,6345.0,6653.0,0.538,6655.0,5537.0,0.735,b'Simbad',290.23407,43.66206
7887124.0,6552.0,408.0,6713.0,1242.0,4.86e-11,3.57e-12,0.54,0.226,0.7,b'00010',b'1100',1.0,6501.0,8861.0,0.368,6764.0,6443.0,0.707,b'Simbad',290.48328,43.62236
7889628.0,6054.0,372.0,5734.0,622.0,1.68e-11,2.12e-12,0.762,0.232,0.954,b'00000',b'1100',1.0,6064.0,5356.0,0.834,6052.0,5844.0,0.661,b'Simbad',291.31918,43.620171
7890379.0,5569.0,351.0,5317.0,541.0,9.17e-12,1.65e-12,0.715,0.151,0.951,b'00001',b'1100',1.0,5527.0,5348.0,0.694,5576.0,5299.0,0.736,b'Simbad',291.56445,43.68705
7897952.0,6204.0,474.0,6439.0,958.0,7.37e-11,1e-11,0.691,0.351,0.7,b'11010',b'1000',1.0,6204.0,6439.0,0.691,6327.0,6341.0,0.882,b'Simbad',294.2019,43.655266
7898576.0,6688.0,374.0,6038.0,677.0,2.28e-11,2.2e-12,0.775,0.206,0.935,b'00000',b'1110',2.0,6684.0,4908.0,0.752,6721.0,6220.0,0.825,b'Simbad',294.38858,43.69054
7914906.0,7227.0,365.0,7223.0,651.0,5e-11,6.67e-12,0.701,0.335,0.995,b'00000',b'1000',1.0,7227.0,7223.0,0.701,7398.0,7326.0,0.742,b'Simbad',298.81647,43.673321
7919653.0,6164.0,364.0,5837.0,560.0,2.87e-11,2.98e-12,0.886,0.239,0.946,b'00000',b'1100',1.0,6068.0,5759.0,0.865,6272.0,5925.0,0.92,b'Simbad',299.93735,43.627129
7936219.0,6395.0,380.0,6680.0,607.0,1.28e-11,1.85e-12,0.689,0.212,1.027,b'00000',b'1110',2.0,6400.0,6638.0,0.67,6391.0,6793.0,0.676,b'Simbad',280.3544,43.721989
7938468.0,6678.0,382.0,4235.0,570.0,4.16e-11,3.03e-12,1.409,0.165,0.686,b'00000',b'1110',2.0,6823.0,4114.0,1.507,6685.0,4342.0,1.248,b'Simbad',281.94336,43.728588
7938870.0,7019.0,468.0,5139.0,790.0,4.73e-11,4.17e-12,0.738,0.238,0.684,b'00000',b'1010',2.0,6943.0,5081.0,0.745,7321.0,4940.0,0.735,b'Simbad',282.18326,43.70639
7940533.0,5609.0,370.0,5133.0,738.0,5.42e-11,3e-12,0.585,0.188,0.7,b'00010',b'1100',1.0,5638.0,4554.0,0.553,5547.0,5460.0,0.704,b'Simbad',283.06628,43.743591
7941050.0,5261.0,354.0,5098.0,584.0,2.31e-11,2.68e-12,0.584,0.275,0.96,b'00000',b'0100',1.0,5152.0,4898.0,0.746,5261.0,5098.0,0.584,b'Simbad',283.28906,43.790852
7941635.0,5236.0,358.0,5156.0,668.0,2.84e-11,3.12e-12,0.61,0.279,0.7,b'00010',b'1100',1.0,5236.0,5157.0,0.498,5236.0,5156.0,0.757,b'Simbad',283.5701,43.736118
7943535.0,7115.0,362.0,3705.0,564.0,4.38e-11,4.4e-12,0.859,0.216,0.857,b'00000',b'1000',1.0,7115.0,3705.0,0.859,6652.0,5651.0,0.734,b'Simbad',284.56271,43.774261
7943602.0,5354.0,372.0,3582.0,542.0,3.69e-11,1.85e-12,1.278,0.151,0.801,b'00001',b'1100',1.0,5451.0,3656.0,1.287,5201.0,3567.0,1.26,b'Simbad',284.59357,43.760441
7947631.0,5340.0,354.0,3862.0,564.0,2.16e-11,2.06e-12,1.122,0.166,0.957,b'00000',b'1100',1.0,5368.0,3693.0,1.158,5123.0,4721.0,0.779,b'Simbad',286.76498,43.796329
7950775.0,6725.0,367.0,5480.0,605.0,3.06e-11,2.45e-12,0.704,0.207,0.804,b'00000',b'1110',2.0,6670.0,5134.0,0.597,6820.0,5523.0,0.81,b'Simbad',288.32407,43.763329
7950962.0,6924.0,368.0,6896.0,645.0,8.76e-11,7e-12,0.7,0.232,0.996,b'00000',b'1000',1.0,6924.0,6896.0,0.7,6870.0,6801.0,0.612,b'Simbad',288.40982,43.707161
7953796.0,6041.0,397.0,4910.0,590.0,1.25e-11,1.78e-12,1.0,0.183,0.96,b'00000',b'1111',3.0,6359.0,4708.0,1.15,5795.0,5623.0,0.738,b'Simbad',289.6456,43.737839
7955301.0,4932.0,352.0,4766.0,548.0,7.92e-11,6.41e-12,0.717,0.236,0.925,b'00100',b'1110',2.0,4907.0,4770.0,0.733,4950.0,4757.0,0.662,b'Simbad',290.18625,43.72385
7959612.0,5231.0,358.0,5033.0,577.0,8.67e-12,1.85e-12,1.079,0.234,0.98,b'00000',b'1100',1.0,5569.0,4541.0,1.311,5223.0,5164.0,0.684,b'Simbad',291.65424,43.737122
7960295.0,4125.0,1049.0,3789.0,1024.0,4.3e-12,1.13e-09,0.794,0.151,0.902,b'11001',b'1100',1.0,6078.0,5503.0,0.807,4100.0,3762.0,0.782,b'Simbad',291.89343,43.730251
7960547.0,5941.0,375.0,5848.0,577.0,2.34e-11,2.56e-12,0.933,0.23,0.986,b'00000',b'1100',1.0,5756.0,5539.0,0.985,5950.0,5878.0,0.835,b'Simbad',291.99203,43.7668
7967100.0,5911.0,422.0,5870.0,1014.0,2.77e-11,4.32e-12,0.668,0.375,0.7,b'00010',b'1000',2.0,5911.0,5870.0,0.668,6236.0,5537.0,0.654,b'Simbad',294.27921,43.719849
7968880.0,6977.0,359.0,6872.0,582.0,2.17e-11,2.33e-12,0.716,0.229,0.983,b'00000',b'1100',1.0,6969.0,6868.0,0.65,7036.0,6892.0,0.781,b'Simbad',294.85922,43.758072
7970629.0,6489.0,375.0,6216.0,675.0,1.92e-11,2.22e-12,0.714,0.24,0.991,b'00000',b'1100',1.0,6502.0,5864.0,0.655,6467.0,6302.0,0.82,b'Simbad',295.40265,43.774761
7970760.0,6780.0,375.0,5348.0,591.0,3.12e-11,2.77e-12,0.772,0.22,0.787,b'00000',b'1010',2.0,6747.0,5334.0,0.808,6855.0,5391.0,0.792,b'Simbad',295.44434,43.718182
7971389.0,5976.0,417.0,5995.0,626.0,2.48e-11,2.56e-12,0.811,0.227,1.014,b'00000',b'1100',1.0,5916.0,5716.0,0.706,6008.0,6039.0,0.937,b'Simbad',295.63474,43.750172
7972785.0,6588.0,395.0,5361.0,909.0,1.73e-11,1.93e-12,0.672,0.206,0.7,b'00010',b'1100',1.0,6594.0,4729.0,0.627,6556.0,6005.0,0.735,b'Simbad',296.04764,43.762138
7975824.0,32604.0,2190.0,10753.0,1456.0,4.25e-12,1.69e-12,0.793,0.246,0.904,b'11000',b'0100',1.0,9783.0,11122.0,0.751,32604.0,10753.0,0.793,b'Simbad',296.92868,43.79187
7976520.0,5632.0,620.0,6409.0,541.0,3.53e-11,1.1e-09,0.75,0.164,0.7,b'00011',b'1100',1.0,5527.0,6438.0,0.672,6551.0,6369.0,0.802,b'Simbad',297.11713,43.71143
7976783.0,9784.0,528.0,7433.0,659.0,3.13e-11,4.07e-12,1.252,0.257,0.996,b'00100',b'1000',0.0,9784.0,7433.0,1.252,,,,b'Simbad',297.18063,43.764599
7977261.0,6705.0,696.0,6082.0,885.0,3.04e-11,4.62e-12,0.947,0.347,0.939,b'00000',b'1000',0.0,6705.0,6082.0,0.947,,,,b'Simbad',297.29727,43.77713
7985167.0,6453.0,361.0,5331.0,573.0,4.22e-11,2.83e-12,0.759,0.196,0.836,b'00000',b'1110',2.0,6389.0,4868.0,0.683,6451.0,5326.0,0.735,b'Simbad',299.20007,43.79594
7985733.0,3510.0,350.0,3559.0,544.0,3.54e-10,2.19e-11,0.393,0.242,0.7,b'11010',b'1110',2.0,3510.0,3587.0,0.226,3511.0,3554.0,0.532,b'Simbad',299.33368,43.717815
7987749.0,5907.0,375.0,4940.0,561.0,2.32e-11,2.6e-12,1.056,0.226,0.826,b'00000',b'1100',1.0,6236.0,4926.0,1.426,5840.0,5009.0,0.749,b'Simbad',299.82162,43.760342
8004839.0,6004.0,362.0,5636.0,584.0,1.59e-11,2.19e-12,0.739,0.257,0.939,b'00000',b'1100',1.0,6012.0,5628.0,0.706,5989.0,5648.0,0.774,b'Simbad',280.21838,43.890018
8008128.0,6464.0,365.0,4017.0,628.0,2.1e-11,1.85e-12,0.812,0.187,0.459,b'00000',b'1110',2.0,5462.0,5406.0,0.965,6413.0,3946.0,0.644,b'Simbad',282.42578,43.884331
8009500.0,5230.0,352.0,4462.0,741.0,3.01e-11,2.28e-12,0.362,0.217,0.48,b'00000',b'1100',1.0,5203.0,4382.0,0.32,5299.0,4552.0,0.418,b'Simbad',283.20117,43.888981
8013439.0,6998.0,387.0,7432.0,2250.0,1.02e-10,1.49e-11,0.585,0.392,0.7,b'11010',b'1000',1.0,6998.0,7432.0,0.585,7189.0,6999.0,0.776,b'Simbad',285.1828,43.831078
8016214.0,5885.0,367.0,5543.0,578.0,2.29e-11,3.26e-12,0.748,0.309,0.94,b'00100',b'0100',1.0,5843.0,5555.0,0.78,5885.0,5543.0,0.748,b'Simbad',286.6958,43.86742
8019043.0,6757.0,411.0,5226.0,1606.0,6.78e-11,7.84e-12,0.897,0.349,0.499,b'00000',b'1000',1.0,6757.0,5226.0,0.897,7958.0,4102.0,0.824,b'Simbad',288.08749,43.876141
8023317.0,5782.0,361.0,5856.0,728.0,4.89e-11,4.35e-12,0.563,0.26,0.7,b'00110',b'1100',1.0,5757.0,5860.0,0.567,5818.0,5849.0,0.555,b'Simbad',289.97034,43.82053
8027591.0,6839.0,376.0,4771.0,1407.0,8.66e-11,5.97e-12,0.538,0.257,0.7,b'11010',b'1000',0.0,6839.0,4771.0,0.538,,,,b'Simbad',291.36548,43.868008
8029708.0,5303.0,384.0,5061.0,657.0,1.08e-11,1.98e-12,0.844,0.272,0.943,b'00000',b'1100',1.0,5152.0,5131.0,0.868,5319.0,5041.0,0.814,b'Simbad',292.15652,43.818611
8039225.0,6690.0,389.0,6445.0,631.0,3.26e-11,2.99e-12,0.787,0.225,0.968,b'00000',b'1100',1.0,6668.0,6426.0,0.802,6771.0,6505.0,0.771,b'Simbad',295.32074,43.872459
8043714.0,5385.0,355.0,5326.0,643.0,1.45e-11,2.09e-12,0.611,0.271,0.7,b'00010',b'1100',1.0,5374.0,5282.0,0.505,5424.0,5346.0,0.806,b'Simbad',296.66086,43.816441
8043961.0,6716.0,361.0,6466.0,566.0,9.8e-11,1.62e-11,0.695,0.428,0.958,b'00100',b'1000',1.0,6716.0,6466.0,0.695,6779.0,6487.0,0.647,b'Simbad',296.73123,43.841061
8044608.0,6437.0,369.0,4426.0,647.0,3.04e-11,2.35e-12,0.844,0.2,0.639,b'00000',b'1100',1.0,6536.0,4603.0,0.985,6331.0,4226.0,0.558,b'Simbad',296.90405,43.823891
8045121.0,7222.0,370.0,7231.0,633.0,5.09e-11,5.07e-12,0.633,0.267,0.995,b'00100',b'1000',0.0,7222.0,7231.0,0.633,,,,b'Simbad',297.03979,43.872761
8052474.0,5206.0,642.0,5684.0,973.0,5.72e-11,6.9e-12,0.831,0.299,0.79,b'11000',b'1000',0.0,5206.0,5684.0,0.831,,,,b'Simbad',298.7836,43.854832
8053107.0,6452.0,367.0,6371.0,569.0,2.39e-11,2.67e-12,0.804,0.244,0.994,b'00000',b'1100',1.0,6471.0,6374.0,0.812,6442.0,6369.0,0.797,b'Simbad',298.94705,43.883148
8074045.0,8288.0,412.0,6149.0,579.0,2e-11,2.32e-12,0.759,0.243,0.74,b'00000',b'0110',2.0,9342.0,6865.0,1.515,8325.0,6193.0,0.709,b'Simbad',280.50259,43.97781
8074805.0,6020.0,375.0,6140.0,669.0,2.19e-11,2.26e-12,0.68,0.224,0.7,b'00010',b'1110',2.0,6038.0,6147.0,0.723,5982.0,6055.0,0.594,b'Simbad',281.05594,43.92374
8075618.0,5482.0,354.0,5500.0,546.0,1.44e-11,2.1e-12,0.783,0.25,1.002,b'00000',b'1100',1.0,5401.0,5413.0,0.73,5543.0,5549.0,0.83,b'Simbad',281.5979,43.976479
8081389.0,7447.0,361.0,4372.0,566.0,2.29e-11,1.88e-12,0.976,0.169,0.708,b'00000',b'1111',3.0,7316.0,4148.0,0.893,7651.0,4457.0,1.011,b'Simbad',284.62198,43.971981
8081482.0,5558.0,385.0,5509.0,753.0,2.37e-11,2.33e-12,0.713,0.217,0.7,b'00010',b'1110',3.0,5510.0,6901.0,0.438,5712.0,4742.0,0.8,b'Simbad',284.664,43.98502
8088354.0,6632.0,357.0,3948.0,556.0,3.1e-11,1.86e-12,0.685,0.178,0.603,b'00000',b'1100',1.0,6657.0,3917.0,0.778,6585.0,3987.0,0.528,b'Simbad',288.32922,43.965279
8094140.0,4617.0,361.0,3686.0,550.0,2.77e-11,3.4e-12,1.331,0.212,0.777,b'00000',b'0100',1.0,4107.0,3669.0,0.912,4617.0,3686.0,1.331,b'Simbad',290.55716,43.98735
8095099.0,6007.0,368.0,5903.0,564.0,2.49e-11,3.76e-12,0.776,0.332,0.983,b'00000',b'0100',1.0,6042.0,5924.0,0.809,6007.0,5903.0,0.776,b'Simbad',290.91058,43.92947
8095275.0,4743.0,351.0,4706.0,564.0,5.96e-11,4.95e-12,0.635,0.246,0.7,b'00010',b'1100',1.0,4736.0,4706.0,0.727,4757.0,4707.0,0.489,b'Simbad',290.97083,43.970821
8097539.0,5923.0,425.0,5546.0,772.0,2.53e-12,1.68e-12,0.747,0.336,0.934,b'11000',b'0100',1.0,6184.0,5886.0,0.803,5923.0,5546.0,0.747,b'Simbad',291.77628,43.945843
8097553.0,5595.0,359.0,5403.0,594.0,1.5e-11,2.03e-12,0.753,0.23,0.965,b'00000',b'1100',1.0,5392.0,4458.0,0.78,5647.0,5517.0,0.694,b'Simbad',291.77914,43.947182
8097825.0,5706.0,353.0,3581.0,541.0,4.39e-11,3.06e-12,1.146,0.166,0.912,b'00000',b'1100',1.0,5721.0,3546.0,1.165,5614.0,5218.0,0.754,b'Simbad',291.88184,43.973171
8097902.0,6139.0,354.0,6093.0,545.0,9.8e-12,1.87e-12,0.742,0.254,0.993,b'00000',b'1100',1.0,6115.0,6073.0,0.804,6164.0,6118.0,0.688,b'Simbad',291.90857,43.957481
8098300.0,6590.0,370.0,5969.0,831.0,3.88e-11,4.92e-12,0.667,0.311,0.91,b'00000',b'1000',1.0,6590.0,5969.0,0.667,6785.0,6161.0,0.805,b'Simbad',292.05872,43.925228
8098728.0,6965.0,357.0,3607.0,549.0,1.01e-10,8.06e-12,0.833,0.204,0.7,b'00010',b'1000',1.0,6965.0,3607.0,0.833,7135.0,6598.0,1.013,b'Simbad',292.22629,43.995312
8099615.0,3709.0,360.0,4279.0,562.0,5.45e-11,4.27e-12,0.647,0.226,0.7,b'00010',b'1100',1.0,3758.0,4121.0,0.738,3694.0,4341.0,0.599,b'Simbad',292.54492,43.920528
8104030.0,6358.0,382.0,4230.0,633.0,1.6e-11,2.04e-12,0.99,0.203,0.7,b'00010',b'1100',1.0,6375.0,4158.0,1.02,5892.0,4883.0,0.914,b'Simbad',294.06802,43.936871
8106610.0,6481.0,480.0,5857.0,996.0,1.77e-11,2.21e-12,0.733,0.244,0.7,b'00010',b'1100',1.0,6476.0,5830.0,0.722,6493.0,5895.0,0.739,b'Simbad',294.90851,43.986568
